pointID,x,y
0,-0.5,-0.5
1,-0.49607843137254903,-0.5
2,-0.49215686274509807,-0.5
3,-0.48823529411764705,-0.5
4,-0.4843137254901961,-0.5
5,-0.4803921568627451,-0.5
6,-0.4764705882352941,-0.5
7,-0.4725490196078431,-0.5
8,-0.46862745098039216,-0.5
9,-0.4647058823529412,-0.5
10,-0.4607843137254902,-0.5
11,-0.4568627450980392,-0.5
12,-0.45294117647058824,-0.5
13,-0.44901960784313727,-0.5
14,-0.44509803921568625,-0.5
15,-0.4411764705882353,-0.5
16,-0.4372549019607843,-0.5
17,-0.43333333333333335,-0.5
18,-0.4294117647058824,-0.5
19,-0.42549019607843136,-0.5
20,-0.4215686274509804,-0.5
21,-0.4176470588235294,-0.5
22,-0.4137254901960784,-0.5
23,-0.40980392156862744,-0.5
24,-0.40588235294117647,-0.5
25,-0.4019607843137255,-0.5
26,-0.39803921568627454,-0.5
27,-0.3941176470588235,-0.5
28,-0.39019607843137255,-0.5
29,-0.3862745098039216,-0.5
30,-0.38235294117647056,-0.5
31,-0.3784313725490196,-0.5
32,-0.37450980392156863,-0.5
33,-0.37058823529411766,-0.5
34,-0.3666666666666667,-0.5
35,-0.3627450980392157,-0.5
36,-0.3588235294117647,-0.5
37,-0.35490196078431374,-0.5
38,-0.3509803921568627,-0.5
39,-0.34705882352941175,-0.5
40,-0.3431372549019608,-0.5
41,-0.3392156862745098,-0.5
42,-0.33529411764705885,-0.5
43,-0.33137254901960783,-0.5
44,-0.32745098039215687,-0.5
45,-0.3235294117647059,-0.5
46,-0.3196078431372549,-0.5
47,-0.3156862745098039,-0.5
48,-0.31176470588235294,-0.5
49,-0.307843137254902,-0.5
50,-0.303921568627451,-0.5
51,-0.3,-0.5
52,-0.296078431372549,-0.5
53,-0.29215686274509806,-0.5
54,-0.28823529411764703,-0.5
55,-0.28431372549019607,-0.5
56,-0.2803921568627451,-0.5
57,-0.27647058823529413,-0.5
58,-0.27254901960784317,-0.5
59,-0.26862745098039215,-0.5
60,-0.2647058823529412,-0.5
61,-0.2607843137254902,-0.5
62,-0.2568627450980392,-0.5
63,-0.2529411764705882,-0.5
64,-0.24901960784313726,-0.5
65,-0.2450980392156863,-0.5
66,-0.24117647058823533,-0.5
67,-0.2372549019607843,-0.5
68,-0.23333333333333334,-0.5
69,-0.22941176470588237,-0.5
70,-0.22549019607843135,-0.5
71,-0.22156862745098038,-0.5
72,-0.21764705882352942,-0.5
73,-0.21372549019607845,-0.5
74,-0.20980392156862748,-0.5
75,-0.20588235294117646,-0.5
76,-0.2019607843137255,-0.5
77,-0.19803921568627453,-0.5
78,-0.1941176470588235,-0.5
79,-0.19019607843137254,-0.5
80,-0.18627450980392157,-0.5
81,-0.1823529411764706,-0.5
82,-0.17843137254901964,-0.5
83,-0.17450980392156862,-0.5
84,-0.17058823529411765,-0.5
85,-0.16666666666666669,-0.5
86,-0.16274509803921566,-0.5
87,-0.1588235294117647,-0.5
88,-0.15490196078431373,-0.5
89,-0.15098039215686276,-0.5
90,-0.1470588235294118,-0.5
91,-0.14313725490196078,-0.5
92,-0.1392156862745098,-0.5
93,-0.13529411764705884,-0.5
94,-0.13137254901960782,-0.5
95,-0.12745098039215685,-0.5
96,-0.12352941176470589,-0.5
97,-0.11960784313725492,-0.5
98,-0.11568627450980395,-0.5
99,-0.11176470588235293,-0.5
100,-0.10784313725490197,-0.5
101,-0.103921568627451,-0.5
102,-0.09999999999999998,-0.5
103,-0.09607843137254901,-0.5
104,-0.09215686274509804,-0.5
105,-0.08823529411764708,-0.5
106,-0.08431372549019611,-0.5
107,-0.08039215686274509,-0.5
108,-0.07647058823529412,-0.5
109,-0.07254901960784316,-0.5
110,-0.06862745098039214,-0.5
111,-0.06470588235294117,-0.5
112,-0.0607843137254902,-0.5
113,-0.056862745098039236,-0.5
114,-0.05294117647058827,-0.5
115,-0.04901960784313725,-0.5
116,-0.04509803921568628,-0.5
117,-0.041176470588235314,-0.5
118,-0.03725490196078429,-0.5
119,-0.033333333333333326,-0.5
120,-0.02941176470588236,-0.5
121,-0.025490196078431393,-0.5
122,-0.021568627450980427,-0.5
123,-0.017647058823529405,-0.5
124,-0.013725490196078438,-0.5
125,-0.009803921568627472,-0.5
126,-0.00588235294117645,-0.5
127,-0.0019607843137254832,-0.5
128,0.0019607843137254832,-0.5
129,0.00588235294117645,-0.5
130,0.009803921568627416,-0.5
131,0.013725490196078383,-0.5
132,0.01764705882352935,-0.5
133,0.021568627450980427,-0.5
134,0.025490196078431393,-0.5
135,0.02941176470588236,-0.5
136,0.033333333333333326,-0.5
137,0.03725490196078429,-0.5
138,0.04117647058823526,-0.5
139,0.045098039215686225,-0.5
140,0.0490196078431373,-0.5
141,0.05294117647058827,-0.5
142,0.056862745098039236,-0.5
143,0.0607843137254902,-0.5
144,0.06470588235294117,-0.5
145,0.06862745098039214,-0.5
146,0.0725490196078431,-0.5
147,0.07647058823529407,-0.5
148,0.08039215686274503,-0.5
149,0.08431372549019611,-0.5
150,0.08823529411764708,-0.5
151,0.09215686274509804,-0.5
152,0.09607843137254901,-0.5
153,0.09999999999999998,-0.5
154,0.10392156862745094,-0.5
155,0.10784313725490191,-0.5
156,0.11176470588235299,-0.5
157,0.11568627450980395,-0.5
158,0.11960784313725492,-0.5
159,0.12352941176470589,-0.5
160,0.12745098039215685,-0.5
161,0.13137254901960782,-0.5
162,0.1352941176470588,-0.5
163,0.13921568627450975,-0.5
164,0.14313725490196072,-0.5
165,0.1470588235294118,-0.5
166,0.15098039215686276,-0.5
167,0.15490196078431373,-0.5
