cellID,cx,cy,p1,p2,p3,nbr12,nbr23,nbr31,n12x,n12y,n23x,n23y,n31x,n31y
13,0.212121212121212,-0.491287259574048,296,121,122,235,-1,119,-0.865155466932965,0.501503756751635,0.0,-1.0,0.865155466932965,0.501503756751635
14,0.493118377261771,0.483017367160761,339,171,1,477,-1,169,-0.423745998461644,-0.905781060073429,1.0,-0.0,-0.707106781186547,0.707106781186548
15,0.467741576311321,0.485194222639409,339,58,212,169,156,412,0.905781060073433,0.423745998461635,-0.837279084484734,0.546775762707535,0.123250239336579,-0.992375623694716
16,0.287878787878788,0.482574519148095,218,217,64,768,162,158,0.0,-1.0,0.865155466932968,0.50150375675163,-0.865155466932966,0.501503756751633
17,0.441845348620406,0.464434399233191,493,212,213,516,170,725,0.956386880827721,-0.292102951338431,-0.131192294002043,0.991356939752016,-0.848324723537073,-0.529476310551991
18,0.181023161509458,0.385575699782703,777,669,670,1587,1358,1591,0.85902528621647,-0.511933157395291,-0.0549641286720852,0.99848832970612,-0.87348348050107,-0.486853786358633
19,0.15318121934595,0.153168490019287,187,53,188,34,212,371,-0.984334740665739,0.176309722699888,0.180394639155513,-0.983594313812332,0.701766711703133,0.712406823623533
20,0.166666666666667,0.482574519148095,221,68,222,394,22,166,0.865155466932969,0.501503756751629,-0.865155466932966,0.501503756751634,1.8318679906315e-15,-1.0
21,0.106060606060606,0.46514903829619,390,223,224,695,341,783,0.865155466932969,-0.501503756751629,-1.8318679906315103e-15,1.0,-0.865155466932966,-0.501503756751634
22,0.151515151515152,0.491287259574047,222,68,69,20,-1,25,0.865155466932966,-0.501503756751634,0.0,1.0,-0.865155466932969,-0.501503756751628
23,0.121212121212122,0.491287259574047,223,69,70,25,-1,341,0.865155466932965,-0.501503756751635,0.0,1.0,-0.865155466932969,-0.501503756751629
24,0.0909090909090913,0.439010817018332,546,390,391,987,783,923,0.865155466932968,-0.501503756751631,-1.8318679906315103e-15,1.0,-0.865155466932966,-0.501503756751633
25,0.136363636363637,0.482574519148095,223,222,69,780,22,23,-5.49560397189452e-15,-1.0,0.865155466932969,0.501503756751628,-0.865155466932965,0.501503756751635
26,-0.0606060606060601,0.491287259574047,229,75,76,30,-1,491,0.865155466932967,-0.501503756751631,0.0,1.0,-0.865155466932968,-0.50150375675163
27,0.060606060606061,0.491287259574047,225,71,72,373,-1,317,0.865155466932967,-0.501503756751632,0.0,1.0,-0.86515546693297,-0.501503756751627
28,0.0859401308766933,0.328516835581357,923,990,889,1381,1616,1946,0.0288705275271329,0.999583159442127,-0.924590574937815,-0.380962293063448,0.823538887111408,-0.567259818262587
29,-0.0163867596359184,0.207625430015151,182,16,7,206,-1,258,-0.898406760663021,0.439164311385815,0.0787002536527958,-0.996898324843103,0.818773914187961,0.574116083597495
30,-0.045454545454545,0.482574519148095,228,75,229,9,26,600,0.865155466932968,0.501503756751631,-0.865155466932967,0.501503756751631,7.32747196252605e-15,-1.0
31,-0.121212121212121,0.491287259574047,231,77,78,355,-1,435,0.865155466932966,-0.501503756751634,0.0,1.0,-0.865155466932969,-0.501503756751628
32,-0.0486630206266555,0.202307100410144,181,15,16,283,-1,206,-0.955687380445132,0.294383475857464,0.233574694568232,-0.972338861743866,0.710205537105114,0.703994385677355
33,-0.430492874705799,0.37968888369674,563,409,564,630,785,1194,-0.51040064294268,0.85993673237262,-0.5117015990282,-0.859163240340265,0.999963834185937,-0.0085047234028453
34,0.135218498843535,0.158149035778538,187,52,53,309,-1,19,-0.303255566035845,0.952909262033001,-0.649277368226723,-0.760551707057831,0.984334740665739,-0.176309722699888
35,3.72387306176355e-16,0.491287259574047,227,73,74,246,-1,366,0.865155466932966,-0.501503756751634,0.0,1.0,-0.865155466932969,-0.501503756751629
36,-0.242424242424242,0.491287259574047,235,81,82,173,-1,419,0.865155466932967,-0.501503756751632,0.0,1.0,-0.865155466932967,-0.501503756751632
37,-0.181818181818181,0.491287259574047,233,79,80,211,-1,233,0.865155466932965,-0.501503756751635,0.0,1.0,-0.865155466932969,-0.501503756751629
38,-0.186630988210842,0.159357267695225,345,177,346,736,626,912,-0.0819793724064938,-0.996634026360648,0.957535331036599,0.288315954842307,-0.813541058125229,0.581507477806161
39,-0.135496453680014,0.158351529301542,178,12,13,270,-1,240,-0.980011036829141,-0.198943126780172,0.649277368226723,-0.760551707057831,0.313041609466095,0.949739412019358
40,-0.303030303030303,0.491287259574047,237,83,84,457,-1,241,0.865155466932968,-0.501503756751631,0.0,1.0,-0.865155466932966,-0.501503756751633
41,-0.210251653043055,0.106530213492498,344,175,176,511,454,737,-0.843281552602276,-0.537472067219027,0.880726001279483,-0.473626129632068,-0.0648101543564397,0.997897611928345
42,-0.0757575757575753,0.46514903829619,396,229,230,601,491,775,0.865155466932965,-0.501503756751636,5.49560397189452e-15,1.0,-0.865155466932969,-0.501503756751629
43,-0.482948371937922,0.440153497716556,244,243,18,631,358,396,0.991356939752015,0.131192294002045,-0.527965313131835,0.849265934869404,-0.415274285597628,-0.909696250251357
44,-0.483017367160761,0.493118377261771,337,89,2,391,-1,339,0.905781060073428,-0.423745998461645,0.0,1.0,-0.707106781186547,-0.707106781186547
45,-0.440115757131451,0.482601114284126,241,88,242,352,390,722,0.903593786828475,0.428390322492205,-0.844026034183756,0.536302203631536,-0.127549051469853,-0.991832263777067
46,-0.482057682090101,0.41051820089209,244,19,245,396,302,397,-0.545083998629983,0.838381437316899,-0.455245785153412,-0.890365809709725,0.999552059605093,-0.0299279157178839
47,-0.410000631463485,0.481540135538775,241,240,87,425,49,352,0.0160125479719495,-0.999871790934941,0.886434296560055,0.462854445676047,-0.853537886396497,0.521030782666245
48,-0.482438504017044,0.379647007889664,245,20,246,302,62,518,-0.535819449304592,0.844332587163923,-0.476054913958412,-0.879415555295702,0.999978206077079,-0.0066020732249357
49,-0.394214199291002,0.490853833115959,240,86,87,399,-1,47,0.86418794423702,-0.503169153501478,0.0,1.0,-0.886434296560055,-0.462854445676047
50,-0.318107087638451,0.430143365876578,560,559,404,1185,668,669,0.0154286841709374,-0.999880970768398,0.865155466932967,0.501503756751631,-0.872086354236324,0.489352011086904
51,-0.491287259574047,0.272727272727273,249,23,24,205,-1,56,0.501503756751632,0.865155466932967,-1.0,-0.0,0.501503756751631,-0.865155466932968
52,-0.491287259574047,0.303030303030303,248,22,23,6,-1,205,0.501503756751631,0.865155466932967,-1.0,-0.0,0.50150375675163,-0.865155466932968
53,-0.212121212121212,0.439010817018332,556,400,401,869,181,807,0.865155466932968,-0.501503756751631,0.0,1.0,-0.865155466932968,-0.501503756751631
54,-0.482540608061274,0.348800519805994,247,246,21,670,62,442,0.999994701033114,-0.0032554424727653,-0.522939260988175,0.852369948623918,-0.50150375675163,-0.865155466932968
55,-0.491287259574047,0.242424242424243,250,24,25,56,-1,337,0.501503756751633,0.865155466932967,-1.0,-0.0,0.501503756751629,-0.865155466932969
56,-0.482574519148095,0.257575757575758,249,24,250,51,55,550,-0.501503756751631,0.865155466932968,-0.501503756751633,-0.865155466932967,1.0,3.6637359812630205e-15
57,-0.175452107827792,0.127278080010241,177,176,11,736,58,60,-0.806733733379983,0.59091512370796,-0.0092878430764965,-0.999956867055268,0.947246460384219,0.320506073717128
58,-0.177611534196663,0.108699750751246,176,10,11,454,-1,57,-0.87881048595563,-0.477170964932307,0.852691570394623,-0.522414668417677,0.0092878430764965,0.999956867055268
59,-0.456436297870237,0.242424242424243,414,413,250,566,550,742,1.0,-0.0,-0.501503756751633,0.865155466932966,-0.501503756751632,-0.865155466932967
60,-0.158325879365127,0.135161257603658,177,11,12,57,-1,270,-0.947246460384219,-0.320506073717128,0.760551707057832,-0.649277368226722,0.167888489529361,0.985805992619009
61,-0.482574519148095,0.166666666666667,253,252,27,762,360,8,1.0,-0.0,-0.501503756751631,0.865155466932968,-0.501503756751631,-0.865155466932967
62,-0.491253348487227,0.363952034957509,246,20,21,48,-1,54,0.476054913958412,0.879415555295702,-1.0,-0.0,0.522939260988175,-0.852369948623918
63,-0.202723456148588,0.0486468533055894,174,8,9,467,-1,459,-0.682996090688799,-0.730422028764068,0.972338861743866,-0.233574694568231,-0.284618941964881,0.958640734516738
64,-0.482574519148095,0.106060606060607,254,29,255,209,174,790,-0.501503756751629,0.865155466932969,-0.501503756751634,-0.865155466932966,1.0,-0.0
65,-0.491287259574047,0.0303030303030308,257,31,32,369,-1,343,0.501503756751634,0.865155466932966,-1.0,-0.0,0.50150375675163,-0.865155466932968
66,-0.46514903829619,0.136363636363637,417,253,254,647,172,791,0.501503756751631,0.865155466932967,-1.0,-0.0,0.501503756751631,-0.865155466932967
67,-0.491287259574047,-0.0303030303030298,259,33,34,299,-1,284,0.501503756751635,0.865155466932965,-1.0,-0.0,0.501503756751628,-0.865155466932969
68,-0.456436297870237,0.0606060606060611,420,419,256,426,3,286,1.0,1.8318679906315e-15,-0.501503756751633,0.865155466932966,-0.501503756751632,-0.865155466932967
69,-0.491287259574047,-0.0909090909090904,261,35,36,285,-1,73,0.501503756751634,0.865155466932966,-1.0,-0.0,0.50150375675163,-0.865155466932968
70,-0.214250760805926,-0.0333433524722388,211,98,173,220,5,510,0.693611737111156,-0.72034905298865,0.475329302231261,0.879807964524272,-0.98542185094864,-0.170128703260078
71,-0.192670194899806,-0.0983779682527965,210,209,96,310,74,356,-0.873523572233489,-0.48678184924301,0.899577141448269,-0.436761910637548,0.139349624200364,0.990243243973529
72,-0.456436297870237,0.0303030303030308,420,257,421,286,690,1054,-0.501503756751631,0.865155466932968,-0.501503756751633,-0.865155466932966,1.0,-1.8318679906315103e-15
73,-0.482574519148095,-0.106060606060606,262,261,36,764,69,263,1.0,-3.6637359812630205e-15,-0.50150375675163,0.865155466932968,-0.501503756751633,-0.865155466932966
74,-0.177088858974507,-0.108685440767925,209,95,96,77,-1,71,0.0083223415164004,-0.999965368716179,0.852691570394623,0.522414668417677,-0.899577141448269,0.436761910637548
75,-0.482574519148095,-0.196969696969696,264,39,265,288,76,658,-0.501503756751633,0.865155466932966,-0.501503756751629,-0.865155466932969,1.0,3.6637359812630205e-15
76,-0.491287259574047,-0.212121212121212,265,39,40,75,-1,231,0.501503756751629,0.865155466932969,-1.0,-0.0,0.501503756751632,-0.865155466932967
77,-0.17489126980489,-0.127414386119657,208,95,209,97,74,730,0.949824643654643,-0.312782906032812,-0.0083223415164004,0.999965368716179,-0.830576863726041,-0.556904007386384
78,-0.482574519148095,-0.287878787878787,268,267,42,702,224,88,1.0,3.6637359812630205e-15,-0.501503756751631,0.865155466932968,-0.501503756751632,-0.865155466932967
79,-0.226331882547642,-0.0941699161203808,379,378,210,946,310,740,-0.90811183849732,-0.418727702428461,0.854369577482424,-0.519665878303074,0.19491087615531,0.980820957339498
80,-0.257575757575758,-0.482574519148095,281,280,106,545,95,257,0.0,1.0,-0.865155466932969,-0.501503756751629,0.865155466932966,-0.501503756751634
81,-0.348484848484849,-0.482574519148095,277,103,278,319,87,770,-0.865155466932968,-0.50150375675163,0.865155466932966,-0.501503756751633,0.0,1.0
82,-0.379499626081508,-0.43019835829307,590,437,591,331,903,1156,-0.867253675694797,-0.497866510215202,0.85934426150003,-0.51139753639118,0.0271229264972354,0.999632105756025
83,-0.482108177290457,-0.348810232531893,270,269,44,411,91,408,0.999001243742723,0.0446823790827308,-0.501503756751633,0.865155466932966,-0.505372976629855,-0.862901010830489
84,-0.482838900397669,-0.439796388019677,273,272,47,660,190,420,0.99048814586052,-0.137598084687942,-0.439833163637031,0.898079499913588,-0.527965313131841,-0.8492659348694
85,-0.440284717428336,-0.48278444102389,274,100,275,472,89,380,-0.844026034183758,-0.536302203631532,0.906723252810784,-0.421726146702134,-0.110694353843883,0.993854496406333
86,-0.410293984379701,-0.48208762234593,276,275,101,666,89,100,0.033141342828342,0.99945067481869,-0.841812924673561,-0.539769395068437,0.883704292055252,-0.468045643290401
87,-0.333333333333334,-0.491287259574047,278,103,104,81,-1,318,-0.865155466932966,0.501503756751633,0.0,-1.0,0.865155466932968,0.50150375675163
88,-0.491287259574047,-0.303030303030303,268,42,43,78,-1,92,0.501503756751632,0.865155466932967,-1.0,-0.0,0.501503756751632,-0.865155466932967
89,-0.425046301560277,-0.49086962916258,275,100,101,85,-1,86,-0.906723252810784,0.421726146702134,0.0,-1.0,0.841812924673561,0.539769395068437
90,-0.379187076758818,-0.482505252757398,276,102,277,100,319,537,-0.849692087815408,-0.527279201091693,0.865155466932967,-0.501503756751631,0.0065965248662037,0.999978242693155
91,-0.491287259574047,-0.333333333333333,269,43,44,92,-1,83,0.50150375675163,0.865155466932968,-1.0,-0.0,0.501503756751633,-0.865155466932966
92,-0.482574519148095,-0.318181818181818,268,43,269,88,91,714,-0.501503756751632,0.865155466932967,-0.50150375675163,-0.865155466932968,1.0,-1.8318679906315103e-15
93,-0.303030303030303,-0.491287259574047,279,104,105,318,-1,7,-0.865155466932967,0.501503756751631,0.0,-1.0,0.865155466932968,0.50150375675163
94,-0.135218498843536,-0.158149035778538,207,93,94,330,-1,401,0.303255566035841,-0.952909262033003,0.649277368226722,0.760551707057831,-0.984334740665739,0.176309722699889
95,-0.272727272727273,-0.491287259574047,280,105,106,7,-1,80,-0.865155466932966,0.501503756751633,0.0,-1.0,0.865155466932969,0.501503756751629
96,-0.106060606060606,-0.482574519148095,285,111,286,101,105,632,-0.865155466932968,-0.50150375675163,0.865155466932966,-0.501503756751634,-3.66373598126303e-15,1.0
97,-0.158287716564382,-0.135311873696395,208,94,95,401,-1,77,0.182798894484168,-0.983150326336398,0.760551707057831,0.649277368226722,-0.949824643654643,0.312782906032812
98,-0.151515151515152,-0.491287259574047,284,109,110,99,-1,452,-0.865155466932965,0.501503756751635,0.0,-1.0,0.865155466932969,0.501503756751628
99,-0.166666666666667,-0.482574519148095,284,283,109,788,256,98,0.0,1.0,-0.865155466932969,-0.501503756751628,0.865155466932965,-0.501503756751635
100,-0.394338591910333,-0.49121799318335,276,101,102,86,-1,90,-0.883704292055252,0.468045643290401,0.0,-1.0,0.849692087815408,0.527279201091693
101,-0.121212121212122,-0.491287259574048,285,110,111,452,-1,96,-0.865155466932965,0.501503756751636,0.0,-1.0,0.865155466932968,0.50150375675163
102,-0.121212121212121,-0.456436297870237,446,445,285,439,606,632,0.0,1.0,-0.865155466932971,-0.501503756751626,0.86515546693297,-0.501503756751627
103,0.106060606060606,-0.46514903829619,453,292,293,549,307,277,-0.865155466932971,0.501503756751626,7.32747196252602e-15,-1.0,0.865155466932964,0.501503756751636
104,-0.0486013093829739,-0.202641204548239,204,90,91,481,-1,483,0.728909745120327,-0.684609803806971,0.233574694568231,0.972338861743866,-0.956791505366498,-0.290774853208647
105,-0.0909090909090913,-0.491287259574047,286,111,112,96,-1,217,-0.865155466932966,0.501503756751634,0.0,-1.0,0.865155466932968,0.50150375675163
106,-0.106568434494778,-0.209953261543522,374,205,206,520,468,799,0.52545983797997,-0.850818405225265,0.522619097696948,0.852566289928488,-0.998142449113465,-0.0609233229377187
107,0.0151515151515148,-0.482574519148095,289,115,290,186,376,502,-0.865155466932969,-0.501503756751629,0.865155466932966,-0.501503756751633,5.495603971894541e-15,1.0
108,-2.8680761469483197e-16,-0.456436297870237,449,289,450,704,502,326,-0.865155466932965,-0.501503756751636,0.865155466932964,-0.501503756751636,0.0,1.0
109,-0.0151515151515155,-0.482574519148095,289,288,114,704,218,186,-3.66373598126301e-15,1.0,-0.865155466932969,-0.501503756751629,0.865155466932966,-0.501503756751634
110,0.0159085077159727,-0.207586372066103,202,139,5,449,-1,327,0.878925222043626,-0.476959593734693,-0.0787002536527966,0.996898324843103,-0.839365416281806,-0.543567565211603
111,0.0606060606060601,-0.491287259574047,291,116,117,377,-1,291,-0.865155466932967,0.501503756751632,0.0,-1.0,0.865155466932969,0.501503756751629
112,0.0303030303030299,-0.456436297870237,451,450,290,1122,502,604,0.0,1.0,-0.86515546693297,-0.501503756751626,0.865155466932971,-0.501503756751625
113,0.121212121212121,-0.491287259574047,293,118,119,307,-1,321,-0.865155466932965,0.501503756751635,0.0,-1.0,0.86515546693297,0.501503756751627
114,0.482574519148095,-0.196969696969697,313,149,314,137,138,684,0.501503756751628,-0.865155466932969,0.501503756751634,0.865155466932966,-1.0,-0.0
115,0.153206934262445,-0.153252242946457,197,135,198,328,236,584,0.176309722699891,0.984334740665739,-0.983150379697039,-0.182798607493516,0.71708539588761,-0.696985319074017
116,0.0190083205162374,-0.244650104891995,370,202,371,756,503,919,0.727180134637013,0.686446685321807,-0.905855157907199,0.423587574053965,0.208150739517464,-0.978096758832342
117,0.166666666666666,-0.482574519148095,295,294,120,475,320,2,-3.66373598126301e-15,1.0,-0.865155466932969,-0.501503756751629,0.865155466932964,-0.501503756751637
118,0.272727272727272,-0.491287259574048,298,123,124,229,-1,127,-0.865155466932968,0.50150375675163,0.0,-1.0,0.865155466932964,0.501503756751637
119,0.227272727272727,-0.482574519148095,297,296,122,543,13,228,-3.663735981263e-15,1.0,-0.865155466932965,-0.501503756751635,0.865155466932965,-0.501503756751635
120,0.483017367160761,-0.493118377261771,338,130,0,388,-1,269,-0.905781060073429,0.423745998461643,0.0,-1.0,0.707106781186549,0.707106781186546
121,0.481964986274287,-0.410383859275021,306,142,307,139,126,304,0.541292507556555,-0.840834360182276,0.462260008248235,0.886744430359921,-0.999526776255727,0.0307607468672993
122,0.454632355261998,-0.49191481186131,304,129,130,415,-1,388,-0.844026034183759,0.536302203631532,0.0,-1.0,0.85221751246342,0.523187644589071
123,0.363829746395839,-0.490789004725462,301,126,127,266,-1,323,-0.86903609754107,0.494748684859887,0.0,-1.0,0.884552630171213,0.466440397539909
124,0.464369084107904,-0.441816105717213,494,305,306,613,267,676,-0.292117950926867,-0.956382299473536,0.990655245848463,0.136389823201442,-0.532398607181343,0.846493782063026
125,0.492075845377638,-0.45442117884753,305,140,141,268,-1,267,-0.546775762707535,-0.837279084484734,1.0,-0.0,-0.527965313131834,0.849265934869405
126,0.491144459585392,-0.394373504406583,307,142,143,121,-1,315,-0.462260008248235,-0.886744430359921,1.0,-0.0,-0.526536048689008,0.850152803577667
127,0.287878787878787,-0.482574519148095,299,298,124,495,118,12,-5.495603971894511e-15,1.0,-0.865155466932964,-0.501503756751637,0.865155466932969,-0.501503756751629
128,0.482574519148095,-0.318181818181818,309,145,310,185,195,422,0.50150375675163,-0.865155466932968,0.501503756751633,0.865155466932966,-1.0,-0.0
129,0.303252470545796,-0.403928516999304,734,733,613,1267,1113,1275,0.0122214624505404,0.999925315138871,-0.877698758206364,-0.47921278138527,0.865450070774691,-0.500995184603686
130,0.196969696969697,-0.46514903829619,456,295,296,276,235,559,-0.865155466932965,0.501503756751635,-5.495603971894541e-15,-1.0,0.865155466932969,0.501503756751629
131,0.482574519148095,-0.257575757575758,311,147,312,406,133,552,0.501503756751629,-0.865155466932969,0.501503756751635,0.865155466932965,-1.0,-0.0
132,0.348790513160962,-0.46433209615258,461,300,301,635,266,142,-0.868161509112954,0.496281768851848,0.0483440129177266,-0.998830744628443,0.856974005710393,0.515359635144899
133,0.491287259574047,-0.242424242424243,312,147,148,131,-1,140,-0.501503756751635,-0.865155466932965,1.0,-0.0,-0.501503756751628,0.865155466932969
134,0.456436297870237,-0.242424242424243,470,469,312,972,552,720,-1.0,-3.663735981263e-15,0.501503756751634,-0.865155466932966,0.501503756751631,0.865155466932967
135,0.196969696969697,-0.412872595740475,730,609,610,597,941,1305,-0.865155466932964,0.501503756751637,-9.1593399531576e-15,-1.0,0.865155466932971,0.501503756751625
136,0.491287259574047,-0.151515151515152,315,150,151,199,-1,196,-0.501503756751634,-0.865155466932966,1.0,-0.0,-0.50150375675163,0.865155466932968
137,0.491287259574047,-0.212121212121213,313,148,149,140,-1,114,-0.501503756751635,-0.865155466932965,1.0,-0.0,-0.501503756751628,0.865155466932969
138,0.491287259574047,-0.181818181818182,314,149,150,114,-1,199,-0.501503756751634,-0.865155466932966,1.0,-0.0,-0.501503756751629,0.865155466932969
139,0.490820526688895,-0.425101263959347,306,141,142,267,-1,121,-0.415377322602513,-0.909649207039487,1.0,-0.0,-0.541292507556555,0.840834360182276
140,0.482574519148095,-0.227272727272728,313,312,148,720,133,137,-1.0,-1.8318679906315103e-15,0.501503756751628,-0.865155466932969,0.501503756751635,0.865155466932965
141,0.236346305022125,0.0004428818854133,361,192,193,197,145,507,0.456679738118294,0.889631168963973,-0.999776341624324,-0.0211486814786075,0.44622450555195,-0.894921052744273
142,0.364321409504846,-0.454693944634507,461,301,462,132,539,628,-0.856974005710393,-0.515359635144899,0.867682114307639,-0.497119450947782,-0.058418329396432,0.998292191089628
143,0.257575757575757,-0.46514903829619,458,297,298,558,229,542,-0.865155466932966,0.501503756751634,-1.83186799063152e-15,-1.0,0.865155466932968,0.50150375675163
144,0.482574519148095,-0.348484848484849,309,308,144,752,314,185,-1.0,-0.0,0.501503756751629,-0.865155466932969,0.501503756751633,0.865155466932966
145,0.216939846791607,0.0003883973311707,192,6,193,402,332,141,-0.565597633646314,0.824681342588572,-0.528108135494061,-0.849177129475933,0.999776341624324,0.0211486814786075
146,0.412550181669034,0.0452394365395449,749,631,632,1138,925,857,-0.471852478525234,-0.881677513895865,1.0,1.09912079437891e-14,-0.503521896971449,0.863982464677538
147,0.439010817018332,0.121212121212121,634,481,482,856,164,1083,-0.501503756751632,-0.865155466932967,1.0,-0.0,-0.501503756751632,0.865155466932967
148,0.482574519148095,0.106060606060606,323,159,324,446,150,726,0.50150375675163,-0.865155466932968,0.501503756751634,0.865155466932966,-1.0,-7.32747196252603e-15
149,0.482574519148095,0.227272727272727,327,163,328,157,154,588,0.501503756751631,-0.865155466932967,0.501503756751631,0.865155466932967,-1.0,-3.66373598126301e-15
150,0.491287259574047,0.121212121212121,324,159,160,148,-1,227,-0.501503756751634,-0.865155466932966,1.0,-0.0,-0.501503756751628,0.865155466932969
151,0.491287259574047,0.181818181818181,326,161,162,153,-1,254,-0.501503756751634,-0.865155466932966,1.0,-0.0,-0.501503756751628,0.865155466932969
152,0.491287259574047,0.151515151515151,325,160,161,227,-1,153,-0.501503756751636,-0.865155466932965,1.0,-0.0,-0.501503756751628,0.865155466932969
153,0.482574519148095,0.166666666666666,326,325,161,405,152,151,-1.0,-5.4956039718945304e-15,0.501503756751628,-0.865155466932969,0.501503756751634,0.865155466932966
154,0.491287259574047,0.242424242424242,328,163,164,149,-1,159,-0.501503756751631,-0.865155466932967,1.0,-0.0,-0.501503756751631,0.865155466932967
155,0.192413556364247,0.0982205895352345,190,189,55,674,350,384,0.885539176447151,0.464564706986338,-0.899577141448272,0.436761910637541,-0.158278523381012,-0.987394505269462
156,0.45442117884753,0.492075845377638,212,58,59,15,-1,170,0.837279084484734,-0.546775762707535,0.0,1.0,-0.849265934869405,-0.527965313131834
157,0.491287259574047,0.212121212121212,327,162,163,254,-1,149,-0.501503756751634,-0.865155466932966,1.0,-0.0,-0.501503756751631,0.865155466932967
158,0.272727272727273,0.491287259574047,218,64,65,16,-1,363,0.865155466932966,-0.501503756751633,0.0,1.0,-0.865155466932969,-0.501503756751629
159,0.482574519148095,0.257575757575757,328,164,329,154,161,640,0.501503756751631,-0.865155466932967,0.501503756751631,0.865155466932967,-1.0,3.66373598126301e-15
160,0.46514903829619,0.196969696969697,484,326,327,541,254,589,-0.501503756751637,-0.865155466932964,1.0,-3.66373598126301e-15,-0.501503756751629,0.865155466932969
161,0.491287259574047,0.272727272727272,329,164,165,159,-1,163,-0.501503756751631,-0.865155466932967,1.0,-0.0,-0.501503756751633,0.865155466932966
162,0.303030303030303,0.491287259574047,217,63,64,242,-1,16,0.865155466932967,-0.501503756751631,0.0,1.0,-0.865155466932968,-0.50150375675163
163,0.482574519148095,0.287878787878788,330,329,165,301,161,176,-1.0,-3.66373598126301e-15,0.501503756751633,-0.865155466932966,0.50150375675163,0.865155466932968
164,0.456436297870237,0.121212121212121,482,481,324,147,726,193,-1.0,-0.0,0.501503756751637,-0.865155466932964,0.501503756751637,0.865155466932964
165,0.491287259574047,0.333333333333333,331,166,167,255,-1,260,-0.50150375675163,-0.865155466932968,1.0,-0.0,-0.501503756751635,0.865155466932965
166,0.166666666666667,0.46514903829619,388,221,222,362,20,781,0.865155466932967,-0.501503756751632,-1.8318679906315e-15,1.0,-0.865155466932966,-0.501503756751633
167,0.196969696969697,0.43029807659238,543,542,387,1366,370,847,3.66373598126303e-15,-1.0,0.865155466932968,0.501503756751631,-0.865155466932969,0.501503756751628
168,0.394482851720034,0.491185155529817,214,60,61,261,-1,214,0.890365809709724,-0.455245785153413,0.0,1.0,-0.844332587163924,-0.53581944930459
169,0.483017367160761,0.493118377261771,339,1,58,14,-1,15,0.707106781186547,-0.707106781186548,0.0,1.0,-0.905781060073433,-0.423745998461635
170,0.440153497716556,0.482948371937922,213,212,59,17,156,201,0.131192294002043,-0.991356939752016,0.849265934869405,0.527965313131834,-0.909696250251358,0.415274285597627
171,0.490853839875901,0.394214209378372,333,168,169,293,-1,239,-0.503170143047475,-0.864187368078002,1.0,-0.0,-0.462853946275627,0.88643455732337
172,-0.482574519148095,0.136363636363637,254,253,28,66,8,209,1.0,-0.0,-0.501503756751631,0.865155466932968,-0.501503756751635,-0.865155466932965
173,-0.227272727272727,0.482574519148095,235,234,81,271,232,36,1.8318679906315103e-15,-1.0,0.865155466932967,0.501503756751631,-0.865155466932967,0.501503756751632
174,-0.491287259574047,0.0909090909090915,255,29,30,64,-1,175,0.501503756751634,0.865155466932966,-1.0,-0.0,0.501503756751628,-0.865155466932969
175,-0.482574519148095,0.0757575757575763,256,255,30,3,174,368,1.0,-0.0,-0.501503756751628,0.865155466932969,-0.501503756751634,-0.865155466932966
176,0.491287259574047,0.303030303030303,330,165,166,163,-1,255,-0.50150375675163,-0.865155466932968,1.0,-0.0,-0.501503756751633,0.865155466932967
177,0.363952034957509,0.491253348487227,215,61,62,214,-1,243,0.879415555295704,-0.47605491395841,0.0,1.0,-0.852369948623918,-0.522939260988175
178,-0.46514903829619,-0.0151515151515147,422,258,259,691,299,427,0.501503756751633,0.865155466932967,-1.0,1.8318679906315103e-15,0.501503756751632,-0.865155466932967
179,-0.245568201680251,0.0189391034837464,341,340,172,792,578,662,-0.985718776856997,0.168399800924901,0.451263466033014,-0.892390768791268,0.638262216105052,0.769819032950386
180,-0.10642215046796,0.208205501691824,348,179,180,729,248,249,-0.997577385090262,0.0695655141321799,0.473844191419962,-0.880608699853438,0.50250508373832,0.864574254079511
181,-0.212121212121212,0.456436297870237,400,234,401,183,271,53,0.865155466932968,0.50150375675163,-0.865155466932968,0.50150375675163,0.0,-1.0
182,-0.108685440767925,0.177088858974507,179,13,14,240,-1,248,-0.999965368716179,-0.0083223415164008,0.522414668417677,-0.852691570394623,0.436761910637549,0.899577141448268
183,-0.196969696969697,0.46514903829619,400,233,234,489,233,181,0.865155466932966,-0.501503756751634,1.8318679906315103e-15,1.0,-0.865155466932968,-0.50150375675163
184,0.333333333333333,-0.491287259574047,300,125,126,346,-1,266,-0.865155466932969,0.501503756751629,0.0,-1.0,0.865155466932964,0.501503756751637
185,0.491287259574047,-0.333333333333334,309,144,145,144,-1,128,-0.501503756751633,-0.865155466932966,1.0,-0.0,-0.50150375675163,0.865155466932968
186,-3.71809065017696e-16,-0.491287259574047,289,114,115,109,-1,107,-0.865155466932966,0.501503756751634,0.0,-1.0,0.865155466932969,0.501503756751629
187,-0.108685440767925,-0.177088858974507,206,92,93,468,-1,330,0.436761910637549,-0.899577141448269,0.522414668417677,0.852691570394623,-0.999965368716179,0.0083223415163994
188,0.491287259574047,-0.0909090909090913,317,152,153,387,-1,198,-0.501503756751633,-0.865155466932966,1.0,-0.0,-0.50150375675163,0.865155466932968
