pointID,x,y
0,-0.5,-0.5
1,-0.4473684210526316,-0.5
2,-0.39473684210526316,-0.5
3,-0.34210526315789475,-0.5
4,-0.2894736842105263,-0.5
5,-0.2368421052631579,-0.5
6,-0.1842105263157895,-0.5
7,-0.13157894736842107,-0.5
8,-0.07894736842105265,-0.5
9,-0.026315789473684237,-0.5
10,0.02631578947368418,-0.5
11,0.07894736842105265,-0.5
12,0.13157894736842102,-0.5
13,0.18421052631578938,-0.5
14,0.23684210526315785,-0.5
15,0.2894736842105263,-0.5
16,0.3421052631578947,-0.5
17,0.39473684210526305,-0.5
18,0.4473684210526315,-0.5
19,0.5,-0.5
20,-0.5,-0.4473684210526316
21,-0.4473684210526316,-0.4473684210526316
22,-0.39473684210526316,-0.4473684210526316
23,-0.34210526315789475,-0.4473684210526316
24,-0.2894736842105263,-0.4473684210526316
25,-0.2368421052631579,-0.4473684210526316
26,-0.1842105263157895,-0.4473684210526316
27,-0.13157894736842107,-0.4473684210526316
28,-0.07894736842105265,-0.4473684210526316
29,-0.026315789473684237,-0.4473684210526316
30,0.02631578947368418,-0.4473684210526316
31,0.07894736842105265,-0.4473684210526316
32,0.13157894736842102,-0.4473684210526316
33,0.18421052631578938,-0.4473684210526316
34,0.23684210526315785,-0.4473684210526316
35,0.2894736842105263,-0.4473684210526316
36,0.3421052631578947,-0.4473684210526316
37,0.39473684210526305,-0.4473684210526316
38,0.4473684210526315,-0.4473684210526316
39,0.5,-0.4473684210526316
40,-0.5,-0.39473684210526316
41,-0.4473684210526316,-0.39473684210526316
42,-0.39473684210526316,-0.39473684210526316
43,-0.34210526315789475,-0.39473684210526316
44,-0.2894736842105263,-0.39473684210526316
45,-0.2368421052631579,-0.39473684210526316
46,-0.1842105263157895,-0.39473684210526316
47,-0.13157894736842107,-0.39473684210526316
48,-0.07894736842105265,-0.39473684210526316
49,-0.026315789473684237,-0.39473684210526316
50,0.02631578947368418,-0.39473684210526316
51,0.07894736842105265,-0.39473684210526316
52,0.13157894736842102,-0.39473684210526316
53,0.18421052631578938,-0.39473684210526316
54,0.23684210526315785,-0.39473684210526316
55,0.2894736842105263,-0.39473684210526316
56,0.3421052631578947,-0.39473684210526316
57,0.39473684210526305,-0.39473684210526316
58,0.4473684210526315,-0.39473684210526316
59,0.5,-0.39473684210526316
60,-0.5,-0.34210526315789475
61,-0.4473684210526316,-0.34210526315789475
62,-0.39473684210526316,-0.34210526315789475
63,-0.34210526315789475,-0.34210526315789475
64,-0.2894736842105263,-0.34210526315789475
65,-0.2368421052631579,-0.34210526315789475
66,-0.1842105263157895,-0.34210526315789475
67,-0.13157894736842107,-0.34210526315789475
68,-0.07894736842105265,-0.34210526315789475
69,-0.026315789473684237,-0.34210526315789475
70,0.02631578947368418,-0.34210526315789475
71,0.07894736842105265,-0.34210526315789475
72,0.13157894736842102,-0.34210526315789475
73,0.18421052631578938,-0.34210526315789475
74,0.23684210526315785,-0.34210526315789475
75,0.2894736842105263,-0.34210526315789475
76,0.3421052631578947,-0.34210526315789475
77,0.39473684210526305,-0.34210526315789475
78,0.4473684210526315,-0.34210526315789475
79,0.5,-0.34210526315789475
80,-0.5,-0.2894736842105263
81,-0.4473684210526316,-0.2894736842105263
82,-0.39473684210526316,-0.2894736842105263
83,-0.34210526315789475,-0.2894736842105263
84,-0.2894736842105263,-0.2894736842105263
85,-0.2368421052631579,-0.2894736842105263
86,-0.1842105263157895,-0.2894736842105263
87,-0.13157894736842107,-0.2894736842105263
88,-0.07894736842105265,-0.2894736842105263
89,-0.026315789473684237,-0.2894736842105263
90,0.02631578947368418,-0.2894736842105263
91,0.07894736842105265,-0.2894736842105263
92,0.13157894736842102,-0.2894736842105263
93,0.18421052631578938,-0.2894736842105263
94,0.23684210526315785,-0.2894736842105263
95,0.2894736842105263,-0.2894736842105263
96,0.3421052631578947,-0.2894736842105263
97,0.39473684210526305,-0.2894736842105263
98,0.4473684210526315,-0.2894736842105263
99,0.5,-0.2894736842105263
100,-0.5,-0.2368421052631579
101,-0.4473684210526316,-0.2368421052631579
102,-0.39473684210526316,-0.2368421052631579
103,-0.34210526315789475,-0.2368421052631579
104,-0.2894736842105263,-0.2368421052631579
105,-0.2368421052631579,-0.2368421052631579
106,-0.1842105263157895,-0.2368421052631579
107,-0.13157894736842107,-0.2368421052631579
108,-0.07894736842105265,-0.2368421052631579
109,-0.026315789473684237,-0.2368421052631579
110,0.02631578947368418,-0.2368421052631579
111,0.07894736842105265,-0.2368421052631579
112,0.13157894736842102,-0.2368421052631579
113,0.18421052631578938,-0.2368421052631579
114,0.23684210526315785,-0.2368421052631579
115,0.2894736842105263,-0.2368421052631579
116,0.3421052631578947,-0.2368421052631579
117,0.39473684210526305,-0.2368421052631579
118,0.4473684210526315,-0.2368421052631579
119,0.5,-0.2368421052631579
120,-0.5,-0.1842105263157895
121,-0.4473684210526316,-0.1842105263157895
122,-0.39473684210526316,-0.1842105263157895
123,-0.34210526315789475,-0.1842105263157895
124,-0.2894736842105263,-0.1842105263157895
125,-0.2368421052631579,-0.1842105263157895
126,-0.1842105263157895,-0.1842105263157895
127,-0.13157894736842107,-0.1842105263157895
128,-0.07894736842105265,-0.1842105263157895
129,-0.026315789473684237,-0.1842105263157895
130,0.02631578947368418,-0.1842105263157895
131,0.07894736842105265,-0.1842105263157895
132,0.13157894736842102,-0.1842105263157895
133,0.18421052631578938,-0.1842105263157895
134,0.23684210526315785,-0.1842105263157895
135,0.2894736842105263,-0.1842105263157895
136,0.3421052631578947,-0.1842105263157895
137,0.39473684210526305,-0.1842105263157895
138,0.4473684210526315,-0.1842105263157895
139,0.5,-0.1842105263157895
140,-0.5,-0.13157894736842107
141,-0.4473684210526316,-0.13157894736842107
142,-0.39473684210526316,-0.13157894736842107
143,-0.34210526315789475,-0.13157894736842107
144,-0.2894736842105263,-0.13157894736842107
145,-0.2368421052631579,-0.13157894736842107
146,-0.1842105263157895,-0.13157894736842107
147,-0.13157894736842107,-0.13157894736842107
148,-0.07894736842105265,-0.13157894736842107
149,-0.026315789473684237,-0.13157894736842107
150,0.02631578947368418,-0.13157894736842107
151,0.07894736842105265,-0.13157894736842107
152,0.13157894736842102,-0.13157894736842107
153,0.18421052631578938,-0.13157894736842107
154,0.23684210526315785,-0.13157894736842107
155,0.2894736842105263,-0.13157894736842107
156,0.3421052631578947,-0.13157894736842107
157,0.39473684210526305,-0.13157894736842107
158,0.4473684210526315,-0.13157894736842107
159,0.5,-0.13157894736842107
160,-0.5,-0.07894736842105265
161,-0.4473684210526316,-0.07894736842105265
162,-0.39473684210526316,-0.07894736842105265
163,-0.34210526315789475,-0.07894736842105265
164,-0.2894736842105263,-0.07894736842105265
165,-0.2368421052631579,-0.07894736842105265
166,-0.1842105263157895,-0.07894736842105265
167,-0.13157894736842107,-0.07894736842105265
168,-0.07894736842105265,-0.07894736842105265
169,-0.026315789473684237,-0.07894736842105265
170,0.02631578947368418,-0.07894736842105265
171,0.07894736842105265,-0.07894736842105265
172,0.13157894736842102,-0.07894736842105265
173,0.18421052631578938,-0.07894736842105265
174,0.23684210526315785,-0.07894736842105265
175,0.2894736842105263,-0.07894736842105265
176,0.3421052631578947,-0.07894736842105265
177,0.39473684210526305,-0.07894736842105265
178,0.4473684210526315,-0.07894736842105265
179,0.5,-0.07894736842105265
180,-0.5,-0.026315789473684237
181,-0.4473684210526316,-0.026315789473684237
182,-0.39473684210526316,-0.026315789473684237
183,-0.34210526315789475,-0.026315789473684237
184,-0.2894736842105263,-0.026315789473684237
185,-0.2368421052631579,-0.026315789473684237
186,-0.1842105263157895,-0.026315789473684237
187,-0.13157894736842107,-0.026315789473684237
188,-0.07894736842105265,-0.026315789473684237
189,-0.026315789473684237,-0.026315789473684237
190,0.02631578947368418,-0.026315789473684237
191,0.07894736842105265,-0.026315789473684237
192,0.13157894736842102,-0.026315789473684237
193,0.18421052631578938,-0.026315789473684237
194,0.23684210526315785,-0.026315789473684237
195,0.2894736842105263,-0.026315789473684237
196,0.3421052631578947,-0.026315789473684237
197,0.39473684210526305,-0.026315789473684237
198,0.4473684210526315,-0.026315789473684237
199,0.5,-0.026315789473684237
200,-0.5,0.02631578947368418
201,-0.4473684210526316,0.02631578947368418
202,-0.39473684210526316,0.02631578947368418
203,-0.34210526315789475,0.02631578947368418
204,-0.2894736842105263,0.02631578947368418
205,-0.2368421052631579,0.02631578947368418
206,-0.1842105263157895,0.02631578947368418
207,-0.13157894736842107,0.02631578947368418
208,-0.07894736842105265,0.02631578947368418
209,-0.026315789473684237,0.02631578947368418
210,0.02631578947368418,0.02631578947368418
211,0.07894736842105265,0.02631578947368418
212,0.13157894736842102,0.02631578947368418
213,0.18421052631578938,0.02631578947368418
214,0.23684210526315785,0.02631578947368418
215,0.2894736842105263,0.02631578947368418
216,0.3421052631578947,0.02631578947368418
217,0.39473684210526305,0.02631578947368418
218,0.4473684210526315,0.02631578947368418
219,0.5,0.02631578947368418
220,-0.5,0.07894736842105265
221,-0.4473684210526316,0.07894736842105265
222,-0.39473684210526316,0.07894736842105265
223,-0.34210526315789475,0.07894736842105265
224,-0.2894736842105263,0.07894736842105265
225,-0.2368421052631579,0.07894736842105265
226,-0.1842105263157895,0.07894736842105265
227,-0.13157894736842107,0.07894736842105265
228,-0.07894736842105265,0.07894736842105265
229,-0.026315789473684237,0.07894736842105265
230,0.02631578947368418,0.07894736842105265
231,0.07894736842105265,0.07894736842105265
232,0.13157894736842102,0.07894736842105265
233,0.18421052631578938,0.07894736842105265
234,0.23684210526315785,0.07894736842105265
235,0.2894736842105263,0.07894736842105265
236,0.3421052631578947,0.07894736842105265
237,0.39473684210526305,0.07894736842105265
238,0.4473684210526315,0.07894736842105265
239,0.5,0.07894736842105265
240,-0.5,0.13157894736842102
241,-0.4473684210526316,0.13157894736842102
242,-0.39473684210526316,0.13157894736842102
243,-0.34210526315789475,0.13157894736842102
244,-0.2894736842105263,0.13157894736842102
245,-0.2368421052631579,0.13157894736842102
246,-0.1842105263157895,0.13157894736842102
247,-0.13157894736842107,0.13157894736842102
248,-0.07894736842105265,0.13157894736842102
249,-0.026315789473684237,0.13157894736842102
250,0.02631578947368418,0.13157894736842102
251,0.07894736842105265,0.13157894736842102
252,0.13157894736842102,0.13157894736842102
253,0.18421052631578938,0.13157894736842102
254,0.23684210526315785,0.13157894736842102
255,0.2894736842105263,0.13157894736842102
256,0.3421052631578947,0.13157894736842102
257,0.39473684210526305,0.13157894736842102
258,0.4473684210526315,0.13157894736842102
259,0.5,0.13157894736842102
260,-0.5,0.18421052631578938
261,-0.4473684210526316,0.18421052631578938
262,-0.39473684210526316,0.18421052631578938
263,-0.34210526315789475,0.18421052631578938
264,-0.2894736842105263,0.18421052631578938
265,-0.2368421052631579,0.18421052631578938
266,-0.1842105263157895,0.18421052631578938
267,-0.13157894736842107,0.18421052631578938
268,-0.07894736842105265,0.18421052631578938
269,-0.026315789473684237,0.18421052631578938
270,0.02631578947368418,0.18421052631578938
271,0.07894736842105265,0.18421052631578938
272,0.13157894736842102,0.18421052631578938
273,0.18421052631578938,0.18421052631578938
274,0.23684210526315785,0.18421052631578938
275,0.2894736842105263,0.18421052631578938
276,0.3421052631578947,0.18421052631578938
277,0.39473684210526305,0.18421052631578938
278,0.4473684210526315,0.18421052631578938
279,0.5,0.18421052631578938
280,-0.5,0.23684210526315785
281,-0.4473684210526316,0.23684210526315785
282,-0.39473684210526316,0.23684210526315785
283,-0.34210526315789475,0.23684210526315785
284,-0.2894736842105263,0.23684210526315785
285,-0.2368421052631579,0.23684210526315785
286,-0.1842105263157895,0.23684210526315785
287,-0.13157894736842107,0.23684210526315785
288,-0.07894736842105265,0.23684210526315785
289,-0.026315789473684237,0.23684210526315785
290,0.02631578947368418,0.23684210526315785
291,0.07894736842105265,0.23684210526315785
292,0.13157894736842102,0.23684210526315785
293,0.18421052631578938,0.23684210526315785
294,0.23684210526315785,0.23684210526315785
295,0.2894736842105263,0.23684210526315785
296,0.3421052631578947,0.23684210526315785
297,0.39473684210526305,0.23684210526315785
298,0.4473684210526315,0.23684210526315785
299,0.5,0.23684210526315785
300,-0.5,0.2894736842105263
301,-0.4473684210526316,0.2894736842105263
302,-0.39473684210526316,0.2894736842105263
303,-0.34210526315789475,0.2894736842105263
304,-0.2894736842105263,0.2894736842105263
305,-0.2368421052631579,0.2894736842105263
306,-0.1842105263157895,0.2894736842105263
307,-0.13157894736842107,0.2894736842105263
308,-0.07894736842105265,0.2894736842105263
309,-0.026315789473684237,0.2894736842105263
310,0.02631578947368418,0.2894736842105263
311,0.07894736842105265,0.2894736842105263
312,0.13157894736842102,0.2894736842105263
313,0.18421052631578938,0.2894736842105263
314,0.23684210526315785,0.2894736842105263
315,0.2894736842105263,0.2894736842105263
316,0.3421052631578947,0.2894736842105263
317,0.39473684210526305,0.2894736842105263
318,0.4473684210526315,0.2894736842105263
319,0.5,0.2894736842105263
320,-0.5,0.3421052631578947
321,-0.4473684210526316,0.3421052631578947
322,-0.39473684210526316,0.3421052631578947
323,-0.34210526315789475,0.3421052631578947
324,-0.2894736842105263,0.3421052631578947
325,-0.2368421052631579,0.3421052631578947
326,-0.1842105263157895,0.3421052631578947
327,-0.13157894736842107,0.3421052631578947
328,-0.07894736842105265,0.3421052631578947
329,-0.026315789473684237,0.3421052631578947
330,0.02631578947368418,0.3421052631578947
331,0.07894736842105265,0.3421052631578947
332,0.13157894736842102,0.3421052631578947
333,0.18421052631578938,0.3421052631578947
334,0.23684210526315785,0.3421052631578947
335,0.2894736842105263,0.3421052631578947
336,0.3421052631578947,0.3421052631578947
337,0.39473684210526305,0.3421052631578947
338,0.4473684210526315,0.3421052631578947
339,0.5,0.3421052631578947
340,-0.5,0.39473684210526305
341,-0.4473684210526316,0.39473684210526305
342,-0.39473684210526316,0.39473684210526305
343,-0.34210526315789475,0.39473684210526305
344,-0.2894736842105263,0.39473684210526305
345,-0.2368421052631579,0.39473684210526305
346,-0.1842105263157895,0.39473684210526305
347,-0.13157894736842107,0.39473684210526305
348,-0.07894736842105265,0.39473684210526305
349,-0.026315789473684237,0.39473684210526305
350,0.02631578947368418,0.39473684210526305
351,0.07894736842105265,0.39473684210526305
352,0.13157894736842102,0.39473684210526305
353,0.18421052631578938,0.39473684210526305
354,0.23684210526315785,0.39473684210526305
355,0.2894736842105263,0.39473684210526305
356,0.3421052631578947,0.39473684210526305
357,0.39473684210526305,0.39473684210526305
358,0.4473684210526315,0.39473684210526305
359,0.5,0.39473684210526305
360,-0.5,0.4473684210526315
361,-0.4473684210526316,0.4473684210526315
362,-0.39473684210526316,0.4473684210526315
363,-0.34210526315789475,0.4473684210526315
