Grid_Shape,BiCGStab_Time_s,Multigrid_Time_s
128,8.040436599999794,5.082671699999992
192,20.685844199999792,12.63453840000011
256,42.5319486999997,23.733074399999623
384,98.35786959999996,59.89331630000015
512,201.50317329999962,103.00477659999979
768,571.4855994999998,299.0651794000005
1024,1026.4511158000005,588.8919636
1536,2692.000426299999,1437.1210370999997
2048,5224.5760176,2558.0903074000016
