edgeID,n1,n2,triL,triR,len,mx,my,nLx,nLy
173,57,192,193,386,0.0298866634155517,0.204345475366542,0.0568723340891521,0.327211902935835,0.944950988452369
174,58,192,193,404,0.02937699213176,0.207994349732285,0.0416825792486647,0.701237130744172,-0.712928107501507
175,58,193,403,404,0.0309801584250963,0.211290528720257,0.0242842803440734,0.458240398322592,0.888828294635782
176,59,60,157,0,0.0303030303030303,0.454545454545455,0.5,0,1
177,59,213,16,157,0.0283925208542805,0.461934798574325,0.488113768066457,-0.837279084484734,0.546775762707535
178,59,340,16,170,0.0227923381540045,0.474526050741142,0.489677565892657,0.905781060073433,0.423745998461635
179,60,61,202,0,0.0303030303030302,0.424242424242424,0.5,0,1
180,60,213,157,171,0.0279917784183129,0.44678328342281,0.488113768066457,-0.849265934869405,-0.527965313131834
181,60,214,171,202,0.0301006190930013,0.433143932848993,0.486308789840426,-0.909696250251358,0.415274285597627
182,61,62,169,0,0.0303030303030303,0.393939393939394,0.5,0,1
183,61,214,202,262,0.0326610527145981,0.417992417697478,0.486308789840426,-0.838381437316898,-0.545083998629984
184,61,215,169,262,0.0297007512217602,0.402330338186111,0.486777733294725,0.890365809709724,-0.455245785153413
185,62,63,178,0,0.0303030303030302,0.363636363636364,0.5,0,1
186,62,215,169,215,0.0313200435617149,0.387178823034596,0.486777733294725,-0.844332587163924,-0.53581944930459
187,62,216,178,215,0.0298379467821632,0.37168562819384,0.48688002273084,0.879415555295704,-0.47605491395841
188,63,64,224,0,0.0303030303030303,0.333333333333334,0.5,0,1
189,63,216,178,244,0.0307847016200911,0.356534113042325,0.48688002273084,-0.852369948623918,-0.522939260988175
190,63,217,224,244,0.0302121668034062,0.340909090909091,0.486930889361071,0.865155466932967,-0.501503756751631
191,64,65,163,0,0.0303030303030302,0.303030303030303,0.5,0,1
192,64,217,224,243,0.0302121668034062,0.325757575757576,0.486930889361071,-0.865155466932967,-0.501503756751631
193,64,218,163,243,0.0302121668034062,0.310606060606061,0.486930889361071,0.865155466932967,-0.501503756751631
194,65,66,159,0,0.0303030303030302,0.272727272727273,0.5,0,1
